support_set_id,dataset,category,k_shot,seed,support_rank,image_id,image_path
visa_candle_k8_seed1,visa,candle,8,1,1,visa_8a0c28fc59ba8fc0,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0265.JPG
visa_candle_k8_seed1,visa,candle,8,1,2,visa_b8f15e009da1d3df,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0522.JPG
visa_candle_k8_seed1,visa,candle,8,1,3,visa_04f37002086f3134,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0211.JPG
visa_candle_k8_seed1,visa,candle,8,1,4,visa_5171322ed67165e2,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0308.JPG
visa_candle_k8_seed1,visa,candle,8,1,5,visa_e39b0d0e34bd681c,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0334.JPG
visa_candle_k8_seed1,visa,candle,8,1,6,visa_c1d65a173773b5e0,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0370.JPG
visa_candle_k8_seed1,visa,candle,8,1,7,visa_4ab3528438b38e9a,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0769.JPG
visa_candle_k8_seed1,visa,candle,8,1,8,visa_128aeb29220c7c18,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0523.JPG
visa_capsules_k8_seed1,visa,capsules,8,1,1,visa_388b09e0cdf056c6,/data/gauss/ldh/myDatasets/VisA/capsules/Data/Images/Normal/004.JPG
visa_capsules_k8_seed1,visa,capsules,8,1,2,visa_2217e97fffa9c419,/data/gauss/ldh/myDatasets/VisA/capsules/Data/Images/Normal/584.JPG
visa_capsules_k8_seed1,visa,capsules,8,1,3,visa_50883c25d8ba8011,/data/gauss/ldh/myDatasets/VisA/capsules/Data/Images/Normal/039.JPG
visa_capsules_k8_seed1,visa,capsules,8,1,4,visa_a5db805250b15dda,/data/gauss/ldh/myDatasets/VisA/capsules/Data/Images/Normal/066.JPG
visa_capsules_k8_seed1,visa,capsules,8,1,5,visa_ee308f73b7477dd8,/data/gauss/ldh/myDatasets/VisA/capsules/Data/Images/Normal/539.JPG
visa_capsules_k8_seed1,visa,capsules,8,1,6,visa_418cd95d69b04a45,/data/gauss/ldh/myDatasets/VisA/capsules/Data/Images/Normal/259.JPG
visa_capsules_k8_seed1,visa,capsules,8,1,7,visa_edaff77e4e4eef8d,/data/gauss/ldh/myDatasets/VisA/capsules/Data/Images/Normal/289.JPG
