support_set_id,dataset,category,k_shot,seed,support_rank,image_id,image_path
mvtec_bottle_k8_seed1,mvtec,bottle,8,1,1,mvtec_058774c509f93702,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/148.png
mvtec_bottle_k8_seed1,mvtec,bottle,8,1,2,mvtec_c7558214f06fbfbf,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/027.png
mvtec_bottle_k8_seed1,mvtec,bottle,8,1,3,mvtec_3b7fcf4f2e02c9ef,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/040.png
mvtec_bottle_k8_seed1,mvtec,bottle,8,1,4,mvtec_9ab8434c8230cd7f,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/025.png
mvtec_bottle_k8_seed1,mvtec,bottle,8,1,5,mvtec_16536d3205281b2a,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/007.png
mvtec_bottle_k8_seed1,mvtec,bottle,8,1,6,mvtec_c2b2b3c5048bc453,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/100.png
mvtec_bottle_k8_seed1,mvtec,bottle,8,1,7,mvtec_96bf89a3972c369d,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/122.png
mvtec_bottle_k8_seed1,mvtec,bottle,8,1,8,mvtec_1f16fb0307f3d40f,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/021.png
mvtec_cable_k8_seed1,mvtec,cable,8,1,1,mvtec_c0e7e9ac8a6eb168,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/cable/train/good/189.png
mvtec_cable_k8_seed1,mvtec,cable,8,1,2,mvtec_39aab394e8d44a5a,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/cable/train/good/151.png
mvtec_cable_k8_seed1,mvtec,cable,8,1,3,mvtec_38c7bdfff9ea8d5a,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/cable/train/good/183.png
mvtec_cable_k8_seed1,mvtec,cable,8,1,4,mvtec_7d95a374596f6437,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/cable/train/good/181.png
mvtec_cable_k8_seed1,mvtec,cable,8,1,5,mvtec_8cf286a9e5e2f9e2,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/cable/train/good/047.png
mvtec_cable_k8_seed1,mvtec,cable,8,1,6,mvtec_f3c2e61c6c7ff3ce,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/cable/train/good/002.png
mvtec_cable_k8_seed1,mvtec,cable,8,1,7,mvtec_8adb76aa8b705d2c,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/cable/train/good/024.png
mvtec_cable_k8_seed1,mvtec,cable,8,1,8,mvtec_b8f95e8407d09937,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/cable/train/good/133.png
mvtec_capsule_k8_seed1,mvtec,capsule,8,1,1,mvtec_0926d37d6efe7028,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/capsule/train/good/125.png
mvtec_capsule_k8_seed1,mvtec,capsule,8,1,2,mvtec_949ccc9202e6334f,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/capsule/train/good/186.png
mvtec_capsule_k8_seed1,mvtec,capsule,8,1,3,mvtec_d69798075930e89e,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/capsule/train/good/137.png
mvtec_capsule_k8_seed1,mvtec,capsule,8,1,4,mvtec_224f3a9a01226b0c,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/capsule/train/good/168.png
mvtec_capsule_k8_seed1,mvtec,capsule,8,1,5,mvtec_eeb0a6a8949ebcad,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/capsule/train/good/087.png
mvtec_capsule_k8_seed1,mvtec,capsule,8,1,6,mvtec_bc19f2a3d7c5b50c,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/capsule/train/good/073.png
