support_set_id,dataset,category,k_shot,seed,support_rank,image_id,image_path
mvtec_bottle_k4_seed3,mvtec,bottle,4,3,1,mvtec_98efbe0a0a181a53,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/116.png
mvtec_bottle_k4_seed3,mvtec,bottle,4,3,2,mvtec_93e9057ad99956f9,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/159.png
mvtec_bottle_k4_seed3,mvtec,bottle,4,3,3,mvtec_9374259b95865df9,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/202.png
mvtec_bottle_k4_seed3,mvtec,bottle,4,3,4,mvtec_dd40e037ee85b96f,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/081.png
mvtec_cable_k4_seed3,mvtec,cable,4,3,1,mvtec_3741d804bbba4913,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/cable/train/good/116.png
mvtec_cable_k4_seed3,mvtec,cable,4,3,2,mvtec_c02abe1f0046ad1b,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/cable/train/good/029.png
mvtec_cable_k4_seed3,mvtec,cable,4,3,3,mvtec_c35b54bdce196726,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/cable/train/good/188.png
mvtec_cable_k4_seed3,mvtec,cable,4,3,4,mvtec_9c2ea725321363e9,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/cable/train/good/164.png
mvtec_capsule_k4_seed3,mvtec,capsule,4,3,1,mvtec_e554ffc18f26aaa0,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/capsule/train/good/037.png
mvtec_capsule_k4_seed3,mvtec,capsule,4,3,2,mvtec_670f3571db44e356,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/capsule/train/good/206.png
mvtec_capsule_k4_seed3,mvtec,capsule,4,3,3,mvtec_244c7db8724a6b7f,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/capsule/train/good/159.png
mvtec_capsule_k4_seed3,mvtec,capsule,4,3,4,mvtec_3f5aa3d6446e3c1c,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/capsule/train/good/013.png
mvtec_carpet_k4_seed3,mvtec,carpet,4,3,1,mvtec_6810fadc23146e50,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/carpet/train/good/266.png
