support_set_id,dataset,category,k_shot,seed,support_rank,image_id,image_path
visa_candle_k8_seed0,visa,candle,8,0,1,visa_f70ff7da938aea08,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0419.JPG
visa_candle_k8_seed0,visa,candle,8,0,2,visa_75e1993421d6d154,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0798.JPG
visa_candle_k8_seed0,visa,candle,8,0,3,visa_ed01b0d805ca87c4,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0065.JPG
visa_candle_k8_seed0,visa,candle,8,0,4,visa_9f9a0415877d82de,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0715.JPG
visa_candle_k8_seed0,visa,candle,8,0,5,visa_6529fffd69e12f0c,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0029.JPG
visa_candle_k8_seed0,visa,candle,8,0,6,visa_1e7583f290e6b5ee,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0201.JPG
visa_candle_k8_seed0,visa,candle,8,0,7,visa_afe1099d4ee0f322,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0570.JPG
visa_candle_k8_seed0,visa,candle,8,0,8,visa_57e6beafccca2b13,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0808.JPG
visa_capsules_k8_seed0,visa,capsules,8,0,1,visa_df58421c47f842aa,/data/gauss/ldh/myDatasets/VisA/capsules/Data/Images/Normal/290.JPG
visa_capsules_k8_seed0,visa,capsules,8,0,2,visa_98e4168cb20490d5,/data/gauss/ldh/myDatasets/VisA/capsules/Data/Images/Normal/127.JPG
visa_capsules_k8_seed0,visa,capsules,8,0,3,visa_2a698f2054c6af45,/data/gauss/ldh/myDatasets/VisA/capsules/Data/Images/Normal/262.JPG
visa_capsules_k8_seed0,visa,capsules,8,0,4,visa_e6e6736f1aa6a8c7,/data/gauss/ldh/myDatasets/VisA/capsules/Data/Images/Normal/519.JPG
visa_capsules_k8_seed0,visa,capsules,8,0,5,visa_c590315e873d9e21,/data/gauss/ldh/myDatasets/VisA/capsules/Data/Images/Normal/300.JPG
visa_capsules_k8_seed0,visa,capsules,8,0,6,visa_0f7c36c3ee599d2b,/data/gauss/ldh/myDatasets/VisA/capsules/Data/Images/Normal/586.JPG
visa_capsules_k8_seed0,visa,capsules,8,0,7,visa_306182f8c2b82346,/data/gauss/ldh/myDatasets/VisA/capsules/Data/Images/Normal/082.JPG
visa_capsules_k8_seed0,visa,capsules,8,0,8,visa_9a0934a4d5ac5cda,/data/gauss/ldh/myDatasets/VisA/capsules/Data/Images/Normal/003.JPG
visa_cashew_k8_seed0,visa,cashew,8,0,1,visa_f6844358c506acba,/data/gauss/ldh/myDatasets/VisA/cashew/Data/Images/Normal/279.JPG
visa_cashew_k8_seed0,visa,cashew,8,0,2,visa_6a7f83a4931ea23f,/data/gauss/ldh/myDatasets/VisA/cashew/Data/Images/Normal/256.JPG
visa_cashew_k8_seed0,visa,cashew,8,0,3,visa_5d3d3c0817a9c4a7,/data/gauss/ldh/myDatasets/VisA/cashew/Data/Images/Normal/340.JPG
visa_cashew_k8_seed0,visa,cashew,8,0,4,visa_5c135eea4b6a4dab,/data/gauss/ldh/myDatasets/VisA/cashew/Data/Images/Normal/493.JPG
visa_cashew_k8_seed0,visa,cashew,8,0,5,visa_c3cbd17c8ba67aa9,/data/gauss/ldh/myDatasets/VisA/cashew/Data/Images/Normal/421.JPG
visa_cashew_k8_seed0,visa,cashew,8,0,6,visa_6f70ebb70d804d88,/data/gauss/ldh/myDatasets/VisA/cashew/Data/Images/Normal/412.JPG
visa_cashew_k8_seed0,visa,cashew,8,0,7,visa_87a86ee1ea30c533,/data/gauss/ldh/myDatasets/VisA/cashew/Data/Images/Normal/390.JPG
visa_cashew_k8_seed0,visa,cashew,8,0,8,visa_63ca77ead4ca7249,/data/gauss/ldh/myDatasets/VisA/cashew/Data/Images/Normal/103.JPG
visa_chewinggum_k8_seed0,visa,chewinggum,8,0,1,visa_6d2af03cb5ca9851,/data/gauss/ldh/myDatasets/VisA/chewinggum/Data/Images/Normal/354.JPG
