support_set_id,dataset,category,k_shot,seed,support_rank,image_id,image_path
mvtec_bottle_k4_seed2,mvtec,bottle,4,2,1,mvtec_772be13abfdb32cb,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/190.png
mvtec_bottle_k4_seed2,mvtec,bottle,4,2,2,mvtec_3f57017c46e174aa,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/003.png
mvtec_bottle_k4_seed2,mvtec,bottle,4,2,3,mvtec_1b619786223a2630,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/046.png
mvtec_bottle_k4_seed2,mvtec,bottle,4,2,4,mvtec_31e852a24f6cee13,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/023.png
mvtec_cable_k4_seed2,mvtec,cable,4,2,1,mvtec_4c6ead98c02e15fb,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/cable/train/good/196.png
mvtec_cable_k4_seed2,mvtec,cable,4,2,2,mvtec_501703a78d02ee51,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/cable/train/good/049.png
mvtec_cable_k4_seed2,mvtec,cable,4,2,3,mvtec_7e8dd091a6085e36,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/cable/train/good/170.png
mvtec_cable_k4_seed2,mvtec,cable,4,2,4,mvtec_77fa2b66d6cc41a2,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/cable/train/good/044.png
mvtec_capsule_k4_seed2,mvtec,capsule,4,2,1,mvtec_b6c500993a9e627e,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/capsule/train/good/141.png
mvtec_capsule_k4_seed2,mvtec,capsule,4,2,2,mvtec_4452797d7316ab2b,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/capsule/train/good/051.png
mvtec_capsule_k4_seed2,mvtec,capsule,4,2,3,mvtec_e51ef2a65acd45db,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/capsule/train/good/200.png
mvtec_capsule_k4_seed2,mvtec,capsule,4,2,4,mvtec_f79ff8f4df17d39c,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/capsule/train/good/165.png
mvtec_carpet_k4_seed2,mvtec,carpet,4,2,1,mvtec_7be06e8200dec085,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/carpet/train/good/097.png
mvtec_carpet_k4_seed2,mvtec,carpet,4,2,2,mvtec_e8913754deca67cf,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/carpet/train/good/141.png
mvtec_carpet_k4_seed2,mvtec,carpet,4,2,3,mvtec_cb6e78328a04f9c2,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/carpet/train/good/217.png
mvtec_carpet_k4_seed2,mvtec,carpet,4,2,4,mvtec_5747596bc25cef7e,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/carpet/train/good/234.png
mvtec_grid_k4_seed2,mvtec,grid,4,2,1,mvtec_84e58db6b4422356,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/grid/train/good/030.png
mvtec_grid_k4_seed2,mvtec,grid,4,2,2,mvtec_951cedb8ffad48df,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/grid/train/good/094.png
mvtec_grid_k4_seed2,mvtec,grid,4,2,3,mvtec_f64eee194664644a,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/grid/train/good/056.png
mvtec_grid_k4_seed2,mvtec,grid,4,2,4,mvtec_15ad40b46e32a1be,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/grid/train/good/041.png
mvtec_hazelnut_k4_seed2,mvtec,hazelnut,4,2,1,mvtec_79c3db96f19fa315,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/hazelnut/train/good/036.png
mvtec_hazelnut_k4_seed2,mvtec,hazelnut,4,2,2,mvtec_f518330962398d15,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/hazelnut/train/good/153.png
mvtec_hazelnut_k4_seed2,mvtec,hazelnut,4,2,3,mvtec_42faf765fdfe55cb,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/hazelnut/train/good/091.png
mvtec_hazelnut_k4_seed2,mvtec,hazelnut,4,2,4,mvtec_4b3f41d06c5a32df,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/hazelnut/train/good/217.png
mvtec_leather_k4_seed2,mvtec,leather,4,2,1,mvtec_f853fe94dc3ecea7,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/leather/train/good/196.png
mvtec_leather_k4_seed2,mvtec,leather,4,2,2,mvtec_57f9e0713bdf55b8,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/leather/train/good/004.png
mvtec_leather_k4_seed2,mvtec,leather,4,2,3,mvtec_3e57f56fcfcbb70b,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/leather/train/good/219.png
mvtec_leather_k4_seed2,mvtec,leather,4,2,4,mvtec_2f75a7af8c601642,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/leather/train/good/082.png
mvtec_metal_nut_k4_seed2,mvtec,metal_nut,4,2,1,mvtec_bc5b40f68a687971,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/metal_nut/train/good/170.png
mvtec_metal_nut_k4_seed2,mvtec,metal_nut,4,2,2,mvtec_2125e25261f4a181,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/metal_nut/train/good/211.png
mvtec_metal_nut_k4_seed2,mvtec,metal_nut,4,2,3,mvtec_e5ca5a025c7aa9e5,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/metal_nut/train/good/160.png
mvtec_metal_nut_k4_seed2,mvtec,metal_nut,4,2,4,mvtec_62c4817f3edebf94,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/metal_nut/train/good/007.png
mvtec_pill_k4_seed2,mvtec,pill,4,2,1,mvtec_2ec55c986e34c721,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/pill/train/good/137.png
mvtec_pill_k4_seed2,mvtec,pill,4,2,2,mvtec_42406ab276528f36,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/pill/train/good/083.png
mvtec_pill_k4_seed2,mvtec,pill,4,2,3,mvtec_c860c7bfcd7c008d,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/pill/train/good/194.png
mvtec_pill_k4_seed2,mvtec,pill,4,2,4,mvtec_e742b1b5ae2a36d8,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/pill/train/good/096.png
mvtec_screw_k4_seed2,mvtec,screw,4,2,1,mvtec_b5e0e5b0a23876cd,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/screw/train/good/031.png
mvtec_screw_k4_seed2,mvtec,screw,4,2,2,mvtec_a5402648c66b00cc,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/screw/train/good/017.png
mvtec_screw_k4_seed2,mvtec,screw,4,2,3,mvtec_044270759094486d,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/screw/train/good/012.png
mvtec_screw_k4_seed2,mvtec,screw,4,2,4,mvtec_c8332e1ea0936602,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/screw/train/good/204.png
mvtec_tile_k4_seed2,mvtec,tile,4,2,1,mvtec_5298253fb826f193,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/tile/train/good/198.png
mvtec_tile_k4_seed2,mvtec,tile,4,2,2,mvtec_ecf33d3fb2249c6b,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/tile/train/good/204.png
mvtec_tile_k4_seed2,mvtec,tile,4,2,3,mvtec_c35ad88bcf2577ea,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/tile/train/good/069.png
mvtec_tile_k4_seed2,mvtec,tile,4,2,4,mvtec_5f9a3726233ca96d,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/tile/train/good/051.png
mvtec_toothbrush_k4_seed2,mvtec,toothbrush,4,2,1,mvtec_ff5d22bf4e1cc4a3,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/toothbrush/train/good/034.png
mvtec_toothbrush_k4_seed2,mvtec,toothbrush,4,2,2,mvtec_8055b2de7448976a,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/toothbrush/train/good/055.png
mvtec_toothbrush_k4_seed2,mvtec,toothbrush,4,2,3,mvtec_7f1f1464c4a201cd,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/toothbrush/train/good/027.png
mvtec_toothbrush_k4_seed2,mvtec,toothbrush,4,2,4,mvtec_c7f8af90df4afce4,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/toothbrush/train/good/024.png
mvtec_transistor_k4_seed2,mvtec,transistor,4,2,1,mvtec_7d0be7e8501bd8e5,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/transistor/train/good/059.png
mvtec_transistor_k4_seed2,mvtec,transistor,4,2,2,mvtec_a7206727dbebb145,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/transistor/train/good/111.png
