support_set_id,dataset,category,k_shot,seed,support_rank,image_id,image_path
visa_candle_k4_seed1,visa,candle,4,1,1,visa_e41fed0377bc0b80,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0063.JPG
visa_candle_k4_seed1,visa,candle,4,1,2,visa_5baeae47850648b2,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0580.JPG
visa_candle_k4_seed1,visa,candle,4,1,3,visa_d96e6294827005b4,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0255.JPG
visa_candle_k4_seed1,visa,candle,4,1,4,visa_ae8f9a02548791bf,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0056.JPG
visa_capsules_k4_seed1,visa,capsules,4,1,1,visa_81d6566608e2853f,/data/gauss/ldh/myDatasets/VisA/capsules/Data/Images/Normal/279.JPG
visa_capsules_k4_seed1,visa,capsules,4,1,2,visa_39c63214ef701bd0,/data/gauss/ldh/myDatasets/VisA/capsules/Data/Images/Normal/385.JPG
visa_capsules_k4_seed1,visa,capsules,4,1,3,visa_051ecfa57601d706,/data/gauss/ldh/myDatasets/VisA/capsules/Data/Images/Normal/034.JPG
visa_capsules_k4_seed1,visa,capsules,4,1,4,visa_3c093d0c8504e62c,/data/gauss/ldh/myDatasets/VisA/capsules/Data/Images/Normal/260.JPG
visa_cashew_k4_seed1,visa,cashew,4,1,1,visa_5c670baac5f6250e,/data/gauss/ldh/myDatasets/VisA/cashew/Data/Images/Normal/125.JPG
visa_cashew_k4_seed1,visa,cashew,4,1,2,visa_875e535bb9fb64fb,/data/gauss/ldh/myDatasets/VisA/cashew/Data/Images/Normal/044.JPG
visa_cashew_k4_seed1,visa,cashew,4,1,3,visa_cf2b385dfac3e430,/data/gauss/ldh/myDatasets/VisA/cashew/Data/Images/Normal/180.JPG
visa_cashew_k4_seed1,visa,cashew,4,1,4,visa_3e1ef078edbe7c5d,/data/gauss/ldh/myDatasets/VisA/cashew/Data/Images/Normal/297.JPG
visa_chewinggum_k4_seed1,visa,chewinggum,4,1,1,visa_29e38cd77c9557f7,/data/gauss/ldh/myDatasets/VisA/chewinggum/Data/Images/Normal/250.JPG
visa_chewinggum_k4_seed1,visa,chewinggum,4,1,2,visa_5780d49c50cee7db,/data/gauss/ldh/myDatasets/VisA/chewinggum/Data/Images/Normal/419.JPG
visa_chewinggum_k4_seed1,visa,chewinggum,4,1,3,visa_8726c54c95c73f3a,/data/gauss/ldh/myDatasets/VisA/chewinggum/Data/Images/Normal/305.JPG
visa_chewinggum_k4_seed1,visa,chewinggum,4,1,4,visa_3a224d9489696122,/data/gauss/ldh/myDatasets/VisA/chewinggum/Data/Images/Normal/083.JPG
visa_fryum_k4_seed1,visa,fryum,4,1,1,visa_747a2486086b8092,/data/gauss/ldh/myDatasets/VisA/fryum/Data/Images/Normal/333.JPG
visa_fryum_k4_seed1,visa,fryum,4,1,2,visa_d32c33263b263d62,/data/gauss/ldh/myDatasets/VisA/fryum/Data/Images/Normal/103.JPG
visa_fryum_k4_seed1,visa,fryum,4,1,3,visa_1cf9601fe97356ba,/data/gauss/ldh/myDatasets/VisA/fryum/Data/Images/Normal/294.JPG
visa_fryum_k4_seed1,visa,fryum,4,1,4,visa_ed54d982afac0079,/data/gauss/ldh/myDatasets/VisA/fryum/Data/Images/Normal/202.JPG
visa_macaroni1_k4_seed1,visa,macaroni1,4,1,1,visa_855e26ebc13d230d,/data/gauss/ldh/myDatasets/VisA/macaroni1/Data/Images/Normal/0595.JPG
visa_macaroni1_k4_seed1,visa,macaroni1,4,1,2,visa_cd3b247e8c4e9fda,/data/gauss/ldh/myDatasets/VisA/macaroni1/Data/Images/Normal/0051.JPG
visa_macaroni1_k4_seed1,visa,macaroni1,4,1,3,visa_34c4b8ea196f2e33,/data/gauss/ldh/myDatasets/VisA/macaroni1/Data/Images/Normal/0959.JPG
visa_macaroni1_k4_seed1,visa,macaroni1,4,1,4,visa_02295472bfa5a182,/data/gauss/ldh/myDatasets/VisA/macaroni1/Data/Images/Normal/0907.JPG
visa_macaroni2_k4_seed1,visa,macaroni2,4,1,1,visa_eed0330934c3b811,/data/gauss/ldh/myDatasets/VisA/macaroni2/Data/Images/Normal/0207.JPG
visa_macaroni2_k4_seed1,visa,macaroni2,4,1,2,visa_d9e7fcfae45d03a6,/data/gauss/ldh/myDatasets/VisA/macaroni2/Data/Images/Normal/0312.JPG
visa_macaroni2_k4_seed1,visa,macaroni2,4,1,3,visa_d8a78fdffb0e6699,/data/gauss/ldh/myDatasets/VisA/macaroni2/Data/Images/Normal/0467.JPG
visa_macaroni2_k4_seed1,visa,macaroni2,4,1,4,visa_9309713127a513db,/data/gauss/ldh/myDatasets/VisA/macaroni2/Data/Images/Normal/0482.JPG
visa_pcb1_k4_seed1,visa,pcb1,4,1,1,visa_bcf7a69bbe299f05,/data/gauss/ldh/myDatasets/VisA/pcb1/Data/Images/Normal/0941.JPG
visa_pcb1_k4_seed1,visa,pcb1,4,1,2,visa_c6e1b5f520bfc4db,/data/gauss/ldh/myDatasets/VisA/pcb1/Data/Images/Normal/0754.JPG
visa_pcb1_k4_seed1,visa,pcb1,4,1,3,visa_d39c8d9e768fe453,/data/gauss/ldh/myDatasets/VisA/pcb1/Data/Images/Normal/0205.JPG
