support_set_id,dataset,category,k_shot,seed,support_rank,image_id,image_path
mvtec_bottle_k4_seed4,mvtec,bottle,4,4,1,mvtec_a019b57e082aeec0,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/156.png
mvtec_bottle_k4_seed4,mvtec,bottle,4,4,2,mvtec_987803965a4acf2a,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/139.png
mvtec_bottle_k4_seed4,mvtec,bottle,4,4,3,mvtec_7d968b263ccd9dd7,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/169.png
mvtec_bottle_k4_seed4,mvtec,bottle,4,4,4,mvtec_d05e59e34ce745ac,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/129.png
mvtec_cable_k4_seed4,mvtec,cable,4,4,1,mvtec_0f34c13406a04648,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/cable/train/good/154.png
mvtec_cable_k4_seed4,mvtec,cable,4,4,2,mvtec_8cf286a9e5e2f9e2,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/cable/train/good/047.png
mvtec_cable_k4_seed4,mvtec,cable,4,4,3,mvtec_2da5553d3df9d828,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/cable/train/good/174.png
mvtec_cable_k4_seed4,mvtec,cable,4,4,4,mvtec_5d5d0729158ebd57,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/cable/train/good/072.png
mvtec_capsule_k4_seed4,mvtec,capsule,4,4,1,mvtec_916733275df516b2,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/capsule/train/good/043.png
mvtec_capsule_k4_seed4,mvtec,capsule,4,4,2,mvtec_d0e77a66ac1773d8,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/capsule/train/good/045.png
mvtec_capsule_k4_seed4,mvtec,capsule,4,4,3,mvtec_175aa170edc41504,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/capsule/train/good/001.png
mvtec_capsule_k4_seed4,mvtec,capsule,4,4,4,mvtec_d4dd725f0f037463,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/capsule/train/good/018.png
mvtec_carpet_k4_seed4,mvtec,carpet,4,4,1,mvtec_945496fc42f2b90e,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/carpet/train/good/224.png
mvtec_carpet_k4_seed4,mvtec,carpet,4,4,2,mvtec_df719c60c4e17f3d,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/carpet/train/good/216.png
