support_set_id,dataset,category,k_shot,seed,support_rank,image_id,image_path
mvtec_bottle_k2_seed2,mvtec,bottle,2,2,1,mvtec_83af846e00c52da8,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/131.png
mvtec_bottle_k2_seed2,mvtec,bottle,2,2,2,mvtec_df02e6b9e271e534,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/151.png
mvtec_cable_k2_seed2,mvtec,cable,2,2,1,mvtec_c215cda6db88f2a0,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/cable/train/good/057.png
mvtec_cable_k2_seed2,mvtec,cable,2,2,2,mvtec_7b46ee09a6df3b91,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/cable/train/good/098.png
mvtec_capsule_k2_seed2,mvtec,capsule,2,2,1,mvtec_5a720c229fe4436b,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/capsule/train/good/053.png
mvtec_capsule_k2_seed2,mvtec,capsule,2,2,2,mvtec_f61b5d368f05ec5b,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/capsule/train/good/074.png
mvtec_carpet_k2_seed2,mvtec,carpet,2,2,1,mvtec_0fdaf8ad192037dd,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/carpet/train/good/259.png
mvtec_carpet_k2_seed2,mvtec,carpet,2,2,2,mvtec_27632afd70f15512,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/carpet/train/good/089.png
mvtec_grid_k2_seed2,mvtec,grid,2,2,1,mvtec_c860ae289a67c190,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/grid/train/good/066.png
mvtec_grid_k2_seed2,mvtec,grid,2,2,2,mvtec_4fa063153e7d74c7,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/grid/train/good/196.png
mvtec_hazelnut_k2_seed2,mvtec,hazelnut,2,2,1,mvtec_cc87a05ef0b8aba0,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/hazelnut/train/good/195.png
mvtec_hazelnut_k2_seed2,mvtec,hazelnut,2,2,2,mvtec_fe6372bf09fea88a,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/hazelnut/train/good/304.png
mvtec_leather_k2_seed2,mvtec,leather,2,2,1,mvtec_5f38045524e16a6e,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/leather/train/good/011.png
mvtec_leather_k2_seed2,mvtec,leather,2,2,2,mvtec_390ea540cfa1d077,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/leather/train/good/128.png
mvtec_metal_nut_k2_seed2,mvtec,metal_nut,2,2,1,mvtec_bc1f8fa6024356d8,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/metal_nut/train/good/103.png
mvtec_metal_nut_k2_seed2,mvtec,metal_nut,2,2,2,mvtec_e81c1ccc49439f95,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/metal_nut/train/good/163.png
mvtec_pill_k2_seed2,mvtec,pill,2,2,1,mvtec_9a6093ce7a41325b,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/pill/train/good/010.png
mvtec_pill_k2_seed2,mvtec,pill,2,2,2,mvtec_799717200df9a73c,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/pill/train/good/090.png
mvtec_screw_k2_seed2,mvtec,screw,2,2,1,mvtec_0f2113becf0752f2,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/screw/train/good/278.png
mvtec_screw_k2_seed2,mvtec,screw,2,2,2,mvtec_00f9848853b8f2d3,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/screw/train/good/059.png
mvtec_tile_k2_seed2,mvtec,tile,2,2,1,mvtec_dffc03a0bb95982a,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/tile/train/good/229.png
mvtec_tile_k2_seed2,mvtec,tile,2,2,2,mvtec_2e8231114639382b,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/tile/train/good/060.png
mvtec_toothbrush_k2_seed2,mvtec,toothbrush,2,2,1,mvtec_75b35cfc5e2ef925,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/toothbrush/train/good/026.png
mvtec_toothbrush_k2_seed2,mvtec,toothbrush,2,2,2,mvtec_f01fe298b1794ecb,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/toothbrush/train/good/010.png
mvtec_transistor_k2_seed2,mvtec,transistor,2,2,1,mvtec_feb29708bef97fcd,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/transistor/train/good/066.png
mvtec_transistor_k2_seed2,mvtec,transistor,2,2,2,mvtec_85860dc28fdf86bd,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/transistor/train/good/175.png
mvtec_wood_k2_seed2,mvtec,wood,2,2,1,mvtec_51aed42615024538,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/wood/train/good/224.png
mvtec_wood_k2_seed2,mvtec,wood,2,2,2,mvtec_ad0393395672c505,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/wood/train/good/039.png
mvtec_zipper_k2_seed2,mvtec,zipper,2,2,1,mvtec_7ec08bde65cb9627,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/zipper/train/good/028.png
mvtec_zipper_k2_seed2,mvtec,zipper,2,2,2,mvtec_e9857e176109ff73,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/zipper/train/good/194.png
