support_set_id,dataset,category,k_shot,seed,support_rank,image_id,image_path
mvtec_bottle_k4_seed0,mvtec,bottle,4,0,1,mvtec_9374259b95865df9,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/202.png
mvtec_bottle_k4_seed0,mvtec,bottle,4,0,2,mvtec_d6357fd3cf877bd9,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/000.png
mvtec_bottle_k4_seed0,mvtec,bottle,4,0,3,mvtec_250492b6fdbfccc3,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/107.png
mvtec_bottle_k4_seed0,mvtec,bottle,4,0,4,mvtec_c0a687e1efdda242,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/101.png
mvtec_cable_k4_seed0,mvtec,cable,4,0,1,mvtec_e3cfb9729bab4ee2,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/cable/train/good/184.png
mvtec_cable_k4_seed0,mvtec,cable,4,0,2,mvtec_38bafa012415ac49,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/cable/train/good/093.png
mvtec_cable_k4_seed0,mvtec,cable,4,0,3,mvtec_42bb1dca021e719f,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/cable/train/good/043.png
mvtec_cable_k4_seed0,mvtec,cable,4,0,4,mvtec_2963e1314df2a31c,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/cable/train/good/056.png
mvtec_capsule_k4_seed0,mvtec,capsule,4,0,1,mvtec_c900a67a10453b42,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/capsule/train/good/211.png
mvtec_capsule_k4_seed0,mvtec,capsule,4,0,2,mvtec_67041ae88b8e7ab1,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/capsule/train/good/194.png
mvtec_capsule_k4_seed0,mvtec,capsule,4,0,3,mvtec_9e03fac8ac02262e,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/capsule/train/good/158.png
mvtec_capsule_k4_seed0,mvtec,capsule,4,0,4,mvtec_34c99021133919ef,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/capsule/train/good/057.png
mvtec_carpet_k4_seed0,mvtec,carpet,4,0,1,mvtec_39ef301ea6c5d00c,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/carpet/train/good/084.png
mvtec_carpet_k4_seed0,mvtec,carpet,4,0,2,mvtec_00bfb32b146696f3,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/carpet/train/good/210.png
mvtec_carpet_k4_seed0,mvtec,carpet,4,0,3,mvtec_0fdaf8ad192037dd,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/carpet/train/good/259.png
mvtec_carpet_k4_seed0,mvtec,carpet,4,0,4,mvtec_871ff6cf3741f529,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/carpet/train/good/122.png
mvtec_grid_k4_seed0,mvtec,grid,4,0,1,mvtec_eebd54e6df09dbd3,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/grid/train/good/095.png
mvtec_grid_k4_seed0,mvtec,grid,4,0,2,mvtec_530b39175ad8de6b,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/grid/train/good/099.png
mvtec_grid_k4_seed0,mvtec,grid,4,0,3,mvtec_60c189665bf4ef12,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/grid/train/good/236.png
mvtec_grid_k4_seed0,mvtec,grid,4,0,4,mvtec_4bf94175618dfdfa,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/grid/train/good/116.png
mvtec_hazelnut_k4_seed0,mvtec,hazelnut,4,0,1,mvtec_cd4bfb9c1979a1a0,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/hazelnut/train/good/181.png
mvtec_hazelnut_k4_seed0,mvtec,hazelnut,4,0,2,mvtec_92eee4ee8e12786c,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/hazelnut/train/good/298.png
mvtec_hazelnut_k4_seed0,mvtec,hazelnut,4,0,3,mvtec_0d4059e6bf338207,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/hazelnut/train/good/202.png
mvtec_hazelnut_k4_seed0,mvtec,hazelnut,4,0,4,mvtec_5209630d643d1ef5,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/hazelnut/train/good/138.png
mvtec_leather_k4_seed0,mvtec,leather,4,0,1,mvtec_c08427bdfc1e1534,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/leather/train/good/177.png
mvtec_leather_k4_seed0,mvtec,leather,4,0,2,mvtec_1b45e3aed721ab22,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/leather/train/good/067.png
mvtec_leather_k4_seed0,mvtec,leather,4,0,3,mvtec_9acb43bbf30a79aa,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/leather/train/good/105.png
mvtec_leather_k4_seed0,mvtec,leather,4,0,4,mvtec_7f16affe7f830e95,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/leather/train/good/041.png
mvtec_metal_nut_k4_seed0,mvtec,metal_nut,4,0,1,mvtec_3f7d66ed54771163,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/metal_nut/train/good/040.png
mvtec_metal_nut_k4_seed0,mvtec,metal_nut,4,0,2,mvtec_3a1a48809a45f443,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/metal_nut/train/good/104.png
mvtec_metal_nut_k4_seed0,mvtec,metal_nut,4,0,3,mvtec_bd44399fbf2d442c,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/metal_nut/train/good/079.png
mvtec_metal_nut_k4_seed0,mvtec,metal_nut,4,0,4,mvtec_8a6fd168cc792918,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/metal_nut/train/good/075.png
mvtec_pill_k4_seed0,mvtec,pill,4,0,1,mvtec_b8714a46f23cd954,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/pill/train/good/129.png
mvtec_pill_k4_seed0,mvtec,pill,4,0,2,mvtec_f604b792f7a48067,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/pill/train/good/184.png
mvtec_pill_k4_seed0,mvtec,pill,4,0,3,mvtec_91dfc13f01eab7bd,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/pill/train/good/116.png
mvtec_pill_k4_seed0,mvtec,pill,4,0,4,mvtec_530c0e0a1b5698f1,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/pill/train/good/007.png
mvtec_screw_k4_seed0,mvtec,screw,4,0,1,mvtec_6a3e1acd30fa2d87,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/screw/train/good/084.png
mvtec_screw_k4_seed0,mvtec,screw,4,0,2,mvtec_11e68e3fbeb22e53,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/screw/train/good/275.png
