support_set_id,dataset,category,k_shot,seed,support_rank,image_id,image_path
visa_candle_k2_seed0,visa,candle,2,0,1,visa_918e56e25fd1aac1,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0613.JPG
visa_candle_k2_seed0,visa,candle,2,0,2,visa_c6029f4c5025ee83,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0003.JPG
visa_capsules_k2_seed0,visa,capsules,2,0,1,visa_577909a4e0a8ef0e,/data/gauss/ldh/myDatasets/VisA/capsules/Data/Images/Normal/081.JPG
visa_capsules_k2_seed0,visa,capsules,2,0,2,visa_e6741d22ae944e73,/data/gauss/ldh/myDatasets/VisA/capsules/Data/Images/Normal/226.JPG
visa_cashew_k2_seed0,visa,cashew,2,0,1,visa_877e2e9ad242af2f,/data/gauss/ldh/myDatasets/VisA/cashew/Data/Images/Normal/286.JPG
visa_cashew_k2_seed0,visa,cashew,2,0,2,visa_f5aca28c06f46879,/data/gauss/ldh/myDatasets/VisA/cashew/Data/Images/Normal/032.JPG
visa_chewinggum_k2_seed0,visa,chewinggum,2,0,1,visa_ec2d557983f0f291,/data/gauss/ldh/myDatasets/VisA/chewinggum/Data/Images/Normal/058.JPG
visa_chewinggum_k2_seed0,visa,chewinggum,2,0,2,visa_c13c72e194c4c0ff,/data/gauss/ldh/myDatasets/VisA/chewinggum/Data/Images/Normal/315.JPG
visa_fryum_k2_seed0,visa,fryum,2,0,1,visa_8da387e521e5891e,/data/gauss/ldh/myDatasets/VisA/fryum/Data/Images/Normal/167.JPG
visa_fryum_k2_seed0,visa,fryum,2,0,2,visa_d7e7ee6369446506,/data/gauss/ldh/myDatasets/VisA/fryum/Data/Images/Normal/234.JPG
visa_macaroni1_k2_seed0,visa,macaroni1,2,0,1,visa_907e8d2acde2f044,/data/gauss/ldh/myDatasets/VisA/macaroni1/Data/Images/Normal/0248.JPG
visa_macaroni1_k2_seed0,visa,macaroni1,2,0,2,visa_dffdbdbe0b541b28,/data/gauss/ldh/myDatasets/VisA/macaroni1/Data/Images/Normal/0175.JPG
visa_macaroni2_k2_seed0,visa,macaroni2,2,0,1,visa_b68011d51525a6a3,/data/gauss/ldh/myDatasets/VisA/macaroni2/Data/Images/Normal/0704.JPG
visa_macaroni2_k2_seed0,visa,macaroni2,2,0,2,visa_e2044f1fae1f1342,/data/gauss/ldh/myDatasets/VisA/macaroni2/Data/Images/Normal/0447.JPG
visa_pcb1_k2_seed0,visa,pcb1,2,0,1,visa_6b16f74ab69ad726,/data/gauss/ldh/myDatasets/VisA/pcb1/Data/Images/Normal/0825.JPG
visa_pcb1_k2_seed0,visa,pcb1,2,0,2,visa_0569e83b9cbf3805,/data/gauss/ldh/myDatasets/VisA/pcb1/Data/Images/Normal/0838.JPG
visa_pcb2_k2_seed0,visa,pcb2,2,0,1,visa_32943d49eee2d993,/data/gauss/ldh/myDatasets/VisA/pcb2/Data/Images/Normal/0975.JPG
visa_pcb2_k2_seed0,visa,pcb2,2,0,2,visa_c4f44864f7d2b743,/data/gauss/ldh/myDatasets/VisA/pcb2/Data/Images/Normal/0620.JPG
visa_pcb3_k2_seed0,visa,pcb3,2,0,1,visa_b13f79db4e7a2d7e,/data/gauss/ldh/myDatasets/VisA/pcb3/Data/Images/Normal/0118.JPG
visa_pcb3_k2_seed0,visa,pcb3,2,0,2,visa_6e1b7ad843655e92,/data/gauss/ldh/myDatasets/VisA/pcb3/Data/Images/Normal/0086.JPG
visa_pcb4_k2_seed0,visa,pcb4,2,0,1,visa_eb6948889fa7b6f8,/data/gauss/ldh/myDatasets/VisA/pcb4/Data/Images/Normal/0823.JPG
visa_pcb4_k2_seed0,visa,pcb4,2,0,2,visa_a2b42f15528bf786,/data/gauss/ldh/myDatasets/VisA/pcb4/Data/Images/Normal/0431.JPG
visa_pipe_fryum_k2_seed0,visa,pipe_fryum,2,0,1,visa_c667ab65534f148d,/data/gauss/ldh/myDatasets/VisA/pipe_fryum/Data/Images/Normal/396.JPG
visa_pipe_fryum_k2_seed0,visa,pipe_fryum,2,0,2,visa_469e9d18e4a860a0,/data/gauss/ldh/myDatasets/VisA/pipe_fryum/Data/Images/Normal/441.JPG
