support_set_id,dataset,category,k_shot,seed,support_rank,image_id,image_path
visa_candle_k4_seed4,visa,candle,4,4,1,visa_160515e67ed4cab6,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0153.JPG
visa_candle_k4_seed4,visa,candle,4,4,2,visa_660dd3aa9cd29367,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0209.JPG
visa_candle_k4_seed4,visa,candle,4,4,3,visa_46e405ce55ef3d30,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0298.JPG
visa_candle_k4_seed4,visa,candle,4,4,4,visa_5c4bb033c0b124dc,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0264.JPG
visa_capsules_k4_seed4,visa,capsules,4,4,1,visa_98e64e168a30e63c,/data/gauss/ldh/myDatasets/VisA/capsules/Data/Images/Normal/472.JPG
visa_capsules_k4_seed4,visa,capsules,4,4,2,visa_1e0352b5a47a7e32,/data/gauss/ldh/myDatasets/VisA/capsules/Data/Images/Normal/143.JPG
visa_capsules_k4_seed4,visa,capsules,4,4,3,visa_5c66cd3f2b0808b5,/data/gauss/ldh/myDatasets/VisA/capsules/Data/Images/Normal/360.JPG
visa_capsules_k4_seed4,visa,capsules,4,4,4,visa_d1217bddc03046ba,/data/gauss/ldh/myDatasets/VisA/capsules/Data/Images/Normal/264.JPG
visa_cashew_k4_seed4,visa,cashew,4,4,1,visa_b2842642d8e82957,/data/gauss/ldh/myDatasets/VisA/cashew/Data/Images/Normal/282.JPG
visa_cashew_k4_seed4,visa,cashew,4,4,2,visa_74a8111e0014f268,/data/gauss/ldh/myDatasets/VisA/cashew/Data/Images/Normal/498.JPG
visa_cashew_k4_seed4,visa,cashew,4,4,3,visa_62a5b8c16d8ee236,/data/gauss/ldh/myDatasets/VisA/cashew/Data/Images/Normal/261.JPG
visa_cashew_k4_seed4,visa,cashew,4,4,4,visa_09798c6838e7f4f3,/data/gauss/ldh/myDatasets/VisA/cashew/Data/Images/Normal/332.JPG
visa_chewinggum_k4_seed4,visa,chewinggum,4,4,1,visa_67e47c8fdc1c3de6,/data/gauss/ldh/myDatasets/VisA/chewinggum/Data/Images/Normal/480.JPG
visa_chewinggum_k4_seed4,visa,chewinggum,4,4,2,visa_8e24f8661d5034cf,/data/gauss/ldh/myDatasets/VisA/chewinggum/Data/Images/Normal/501.JPG
visa_chewinggum_k4_seed4,visa,chewinggum,4,4,3,visa_a39ad711d700d753,/data/gauss/ldh/myDatasets/VisA/chewinggum/Data/Images/Normal/425.JPG
visa_chewinggum_k4_seed4,visa,chewinggum,4,4,4,visa_3fd1f01b58082f8a,/data/gauss/ldh/myDatasets/VisA/chewinggum/Data/Images/Normal/300.JPG
visa_fryum_k4_seed4,visa,fryum,4,4,1,visa_07d3789457a96a0b,/data/gauss/ldh/myDatasets/VisA/fryum/Data/Images/Normal/051.JPG
visa_fryum_k4_seed4,visa,fryum,4,4,2,visa_b532c1a7c525306f,/data/gauss/ldh/myDatasets/VisA/fryum/Data/Images/Normal/493.JPG
visa_fryum_k4_seed4,visa,fryum,4,4,3,visa_5bb7a4caa5515207,/data/gauss/ldh/myDatasets/VisA/fryum/Data/Images/Normal/009.JPG
visa_fryum_k4_seed4,visa,fryum,4,4,4,visa_8a6d539bf9b68d2b,/data/gauss/ldh/myDatasets/VisA/fryum/Data/Images/Normal/264.JPG
visa_macaroni1_k4_seed4,visa,macaroni1,4,4,1,visa_f581aa7eeb056fe5,/data/gauss/ldh/myDatasets/VisA/macaroni1/Data/Images/Normal/0880.JPG
visa_macaroni1_k4_seed4,visa,macaroni1,4,4,2,visa_b9fcfdfea274e889,/data/gauss/ldh/myDatasets/VisA/macaroni1/Data/Images/Normal/0571.JPG
visa_macaroni1_k4_seed4,visa,macaroni1,4,4,3,visa_b72c97f2c62dbef6,/data/gauss/ldh/myDatasets/VisA/macaroni1/Data/Images/Normal/0922.JPG
visa_macaroni1_k4_seed4,visa,macaroni1,4,4,4,visa_c7db00bdd4700247,/data/gauss/ldh/myDatasets/VisA/macaroni1/Data/Images/Normal/0632.JPG
visa_macaroni2_k4_seed4,visa,macaroni2,4,4,1,visa_1b45ec39961991ba,/data/gauss/ldh/myDatasets/VisA/macaroni2/Data/Images/Normal/0018.JPG
visa_macaroni2_k4_seed4,visa,macaroni2,4,4,2,visa_6f945ad76457c110,/data/gauss/ldh/myDatasets/VisA/macaroni2/Data/Images/Normal/0946.JPG
visa_macaroni2_k4_seed4,visa,macaroni2,4,4,3,visa_a62ce5b53a61f880,/data/gauss/ldh/myDatasets/VisA/macaroni2/Data/Images/Normal/0589.JPG
visa_macaroni2_k4_seed4,visa,macaroni2,4,4,4,visa_d5807ca1b9463736,/data/gauss/ldh/myDatasets/VisA/macaroni2/Data/Images/Normal/0554.JPG
visa_pcb1_k4_seed4,visa,pcb1,4,4,1,visa_e13df2f4d80a137e,/data/gauss/ldh/myDatasets/VisA/pcb1/Data/Images/Normal/0905.JPG
visa_pcb1_k4_seed4,visa,pcb1,4,4,2,visa_ee917c560b265930,/data/gauss/ldh/myDatasets/VisA/pcb1/Data/Images/Normal/0597.JPG
visa_pcb1_k4_seed4,visa,pcb1,4,4,3,visa_ed20ff7b91cb4644,/data/gauss/ldh/myDatasets/VisA/pcb1/Data/Images/Normal/0960.JPG
visa_pcb1_k4_seed4,visa,pcb1,4,4,4,visa_98581a4eb6c4e014,/data/gauss/ldh/myDatasets/VisA/pcb1/Data/Images/Normal/0822.JPG
visa_pcb2_k4_seed4,visa,pcb2,4,4,1,visa_250571093ff898bb,/data/gauss/ldh/myDatasets/VisA/pcb2/Data/Images/Normal/0913.JPG
visa_pcb2_k4_seed4,visa,pcb2,4,4,2,visa_d82aafb7ed6a1f78,/data/gauss/ldh/myDatasets/VisA/pcb2/Data/Images/Normal/0255.JPG
visa_pcb2_k4_seed4,visa,pcb2,4,4,3,visa_8e3ce8f8c0ff21c8,/data/gauss/ldh/myDatasets/VisA/pcb2/Data/Images/Normal/0699.JPG
visa_pcb2_k4_seed4,visa,pcb2,4,4,4,visa_bb08c66400f932cd,/data/gauss/ldh/myDatasets/VisA/pcb2/Data/Images/Normal/0801.JPG
visa_pcb3_k4_seed4,visa,pcb3,4,4,1,visa_2a30c38780614670,/data/gauss/ldh/myDatasets/VisA/pcb3/Data/Images/Normal/0055.JPG
visa_pcb3_k4_seed4,visa,pcb3,4,4,2,visa_9f036495f44eb11a,/data/gauss/ldh/myDatasets/VisA/pcb3/Data/Images/Normal/0226.JPG
visa_pcb3_k4_seed4,visa,pcb3,4,4,3,visa_8b07962fc600bd8c,/data/gauss/ldh/myDatasets/VisA/pcb3/Data/Images/Normal/0015.JPG
visa_pcb3_k4_seed4,visa,pcb3,4,4,4,visa_42e76c9101ee9c31,/data/gauss/ldh/myDatasets/VisA/pcb3/Data/Images/Normal/0926.JPG
visa_pcb4_k4_seed4,visa,pcb4,4,4,1,visa_0a9f4960aaacb726,/data/gauss/ldh/myDatasets/VisA/pcb4/Data/Images/Normal/0969.JPG
visa_pcb4_k4_seed4,visa,pcb4,4,4,2,visa_f5c2dd6094fa6d0b,/data/gauss/ldh/myDatasets/VisA/pcb4/Data/Images/Normal/0322.JPG
visa_pcb4_k4_seed4,visa,pcb4,4,4,3,visa_b4140d4d17a7b480,/data/gauss/ldh/myDatasets/VisA/pcb4/Data/Images/Normal/0212.JPG
visa_pcb4_k4_seed4,visa,pcb4,4,4,4,visa_5b04c7444b7478ad,/data/gauss/ldh/myDatasets/VisA/pcb4/Data/Images/Normal/0171.JPG
visa_pipe_fryum_k4_seed4,visa,pipe_fryum,4,4,1,visa_14fa9cdf66d3055a,/data/gauss/ldh/myDatasets/VisA/pipe_fryum/Data/Images/Normal/151.JPG
visa_pipe_fryum_k4_seed4,visa,pipe_fryum,4,4,2,visa_d3365a6ddadf75aa,/data/gauss/ldh/myDatasets/VisA/pipe_fryum/Data/Images/Normal/047.JPG
visa_pipe_fryum_k4_seed4,visa,pipe_fryum,4,4,3,visa_8dc60e75aa9e9095,/data/gauss/ldh/myDatasets/VisA/pipe_fryum/Data/Images/Normal/224.JPG
visa_pipe_fryum_k4_seed4,visa,pipe_fryum,4,4,4,visa_b4b853e94b08bbcd,/data/gauss/ldh/myDatasets/VisA/pipe_fryum/Data/Images/Normal/113.JPG
